"ticket_id","customer_id","order_id","category","priority","status","created_at","resolved_at","ticket_text"
"TKT_000127","CUST_02641","ORD_045260","Delivery Issue","Low","Open","2023-12-01T18:59:24","","I placed order ORD_045260 over a week ago and the status hasn't updated since it left the warehouse. Can someone look into this urgently? This is quite urgent as I need it for a gift."
"TKT_000128","CUST_04864","ORD_011127","Delivery Issue","Medium","Resolved","2023-08-01T03:59:51","2023-08-02T22:59:51","My order ORD_011127 was supposed to arrive 9 days ago but I still haven't received it. The tracking number shows it's stuck in transit. This is quite urgent as I need it for a gift."
"TKT_000129","CUST_02981","ORD_023374","Delivery Issue","Medium","Resolved","2022-12-22T18:30:37","2022-12-23T12:30:37","My delivery for ORD_023374 was left outside in the rain and the contents are damaged. I need a replacement or refund. I have all receipts and documentation ready to send."
"TKT_000130","CUST_04652","ORD_028014","Product Quality","High","Closed","2024-01-18T23:35:16","2024-01-20T08:35:16","I purchased ORD_028014 and the product stopped working after just 13 days. This is completely unacceptable for the price I paid."
"TKT_000131","CUST_04276","ORD_029808","Product Quality","Medium","Resolved","2024-12-18T20:04:59","2024-12-19T09:04:59","My order ORD_029808 arrived with visible damage — it looks like it was dropped or mishandled during shipping. Please resolve this as soon as possible."
"TKT_000132","CUST_03258","ORD_029118","Delivery Issue","Low","Resolved","2023-12-25T04:27:02","2023-12-27T04:27:02","My order ORD_029118 was supposed to arrive 6 days ago but I still haven't received it. The tracking number shows it's stuck in transit. I would appreciate a prompt response."
"TKT_000133","CUST_04922","ORD_007909","Returns & Refunds","Critical","In Progress","2024-07-27T22:33:15","","I changed my mind about order ORD_007909 and would like to return it within the 30-day window. Please advise on the return procedure. I am happy to provide any additional details you need."
"TKT_000134","CUST_04427","ORD_023636","Product Quality","High","Open","2024-11-21T19:21:46","","I've noticed a strong chemical smell from the item in order ORD_023636 that doesn't go away even after airing it out for several days."
"TKT_000135","CUST_00300","ORD_032946","Returns & Refunds","Medium","Open","2024-08-19T16:27:31","","I changed my mind about order ORD_032946 and would like to return it within the 30-day window. Please advise on the return procedure."
"TKT_000136","CUST_03427","ORD_023364","Returns & Refunds","Medium","Resolved","2024-01-02T10:10:11","2024-01-03T12:10:11","The return portal isn't accepting my order number ORD_023364. I've tried multiple times. Please process this manually."
"TKT_000137","CUST_04467","ORD_040714","Delivery Issue","Low","Resolved","2024-12-16T16:40:35","2024-12-18T06:40:35","The estimated delivery for ORD_040714 was 4 days ago. I've contacted the courier but they keep redirecting me to you."
"TKT_000138","CUST_00670","ORD_028470","Product Quality","High","Resolved","2024-12-19T19:32:40","2024-12-21T17:32:40","The item in order ORD_028470 broke on first use. The quality control on this product seems very poor."
"TKT_000139","CUST_01034","ORD_025343","Delivery Issue","Low","Closed","2023-10-12T02:27:42","2023-10-14T12:27:42","I placed order ORD_025343 over a week ago and the status hasn't updated since it left the warehouse. Can someone look into this urgently?"
"TKT_000140","CUST_03738","ORD_029599","Delivery Issue","Low","Resolved","2023-08-27T13:35:13","2023-08-27T19:35:13","I received a notification that ORD_029599 was out for delivery but it never arrived. This is the second time this has happened."
"TKT_000141","CUST_00876","ORD_023220","Technical Support","Low","Resolved","2024-12-07T12:40:28","2024-12-09T00:40:28","I'm unable to track my order ORD_023220 — the tracking page just shows a spinning loader. I have been a loyal customer for years and this is very disappointing."
"TKT_000142","CUST_02363","ORD_005637","Delivery Issue","Low","Resolved","2024-12-18T02:35:49","2024-12-19T16:35:49","I placed order ORD_005637 over a week ago and the status hasn't updated since it left the warehouse. Can someone look into this urgently? I am happy to provide any additional details you need."
"TKT_000143","CUST_03009","ORD_012586","Returns & Refunds","Low","Resolved","2024-11-24T09:46:44","2024-11-26T01:46:44","My return for order ORD_012586 was received by you 14 days ago according to the tracking, but I haven't received my refund yet. I am happy to provide any additional details you need."
"TKT_000144","CUST_02576","ORD_009943","Technical Support","Medium","In Progress","2024-12-15T04:48:36","","I'm unable to track my order ORD_009943 — the tracking page just shows a spinning loader. I have all receipts and documentation ready to send."
"TKT_000145","CUST_02502","ORD_025766","Product Quality","Low","Resolved","2024-06-09T12:45:07","2024-06-09T14:45:07","I've noticed a strong chemical smell from the item in order ORD_025766 that doesn't go away even after airing it out for several days. I am happy to provide any additional details you need."
"TKT_000146","CUST_00375","ORD_013020","Product Quality","High","Resolved","2024-08-29T18:51:16","2024-08-30T01:51:16","My order ORD_013020 arrived with visible damage — it looks like it was dropped or mishandled during shipping."
"TKT_000147","CUST_00233","ORD_047782","Delivery Issue","High","Resolved","2024-03-11T16:26:15","2024-03-13T01:26:15","Order ORD_047782 shows a delivery attempt was made but no card was left and I was home. Please reschedule the delivery or issue a refund."
"TKT_000148","CUST_04421","ORD_047964","Billing","High","Resolved","2023-08-12T09:06:46","2023-08-14T01:06:46","I was charged twice for order ORD_047964. Please check the transaction and process the duplicate charge refund immediately. I am happy to provide any additional details you need."
"TKT_000149","CUST_02778","ORD_003804","Technical Support","Low","Resolved","2024-04-28T14:51:30","2024-04-29T23:51:30","I've been trying to cancel order ORD_003804 through the app but the cancel button is greyed out. Please cancel it manually. I have all receipts and documentation ready to send."
"TKT_000150","CUST_02340","ORD_034937","Technical Support","Low","Open","2024-07-27T03:41:16","","The website won't let me complete checkout. Every time I click confirm I get an error message."
"TKT_000151","CUST_02836","ORD_018148","Product Quality","High","Resolved","2024-12-02T12:22:15","2024-12-02T15:22:15","Order ORD_018148 was missing several components that are listed as included. Can you send the missing parts or process a refund?"
"TKT_000152","CUST_02638","ORD_033571","Returns & Refunds","Medium","Closed","2024-04-02T21:21:10","2024-04-06T05:21:10","I need to exchange the item in order ORD_033571 for a different size. The current one is too small. I have all receipts and documentation ready to send."
"TKT_000153","CUST_01394","ORD_042572","Billing","Low","Resolved","2024-12-06T21:55:50","2024-12-07T12:55:50","I was charged for order ORD_042572 but the payment should have been declined as I cancelled the order before it was processed."
"TKT_000154","CUST_00180","ORD_013613","Returns & Refunds","High","Resolved","2023-10-10T17:58:27","2023-10-12T06:58:27","I changed my mind about order ORD_013613 and would like to return it within the 30-day window. Please advise on the return procedure. I would appreciate a prompt response."
"TKT_000155","CUST_00338","ORD_031082","Product Quality","High","Closed","2024-08-30T09:30:17","2024-09-03T10:30:17","The item in order ORD_031082 broke on first use. The quality control on this product seems very poor. Please resolve this as soon as possible."
"TKT_000156","CUST_00566","ORD_011310","Technical Support","Medium","Resolved","2023-06-30T21:36:00","2023-07-02T21:36:00","Your mobile app keeps crashing when I try to view my order history. I've reinstalled it twice and the problem persists. I am happy to provide any additional details you need."
"TKT_000157","CUST_03069","ORD_027978","Returns & Refunds","High","Resolved","2024-01-21T22:57:54","2024-01-23T10:57:54","I'd like to return my purchase from order ORD_027978 as it doesn't fit. I've been trying to get a prepaid return label for 3 days but haven't heard back."
"TKT_000158","CUST_03282","ORD_013654","Billing","Medium","Resolved","2022-08-28T07:34:50","2022-08-29T12:34:50","My loyalty points were not applied to order ORD_013654 despite being displayed in my cart at checkout."
"TKT_000159","CUST_02838","ORD_046366","Delivery Issue","Low","Resolved","2024-12-19T19:59:28","2024-12-21T07:59:28","I urgently need order ORD_046366 for an event this weekend. Can you expedite shipping or arrange a same-day pickup? I would appreciate a prompt response."
"TKT_000160","CUST_02032","ORD_032738","Product Quality","Low","Closed","2024-10-13T14:45:51","2024-10-16T16:45:51","I've noticed a strong chemical smell from the item in order ORD_032738 that doesn't go away even after airing it out for several days. This is quite urgent as I need it for a gift."
"TKT_000161","CUST_00056","ORD_038241","Billing","Medium","Closed","2022-11-27T00:11:03","2022-11-29T03:11:03","The VAT receipt for order ORD_038241 shows the wrong amount. I need a corrected invoice for my business expense claim."
"TKT_000162","CUST_04671","ORD_024237","Returns & Refunds","Low","Resolved","2024-11-27T03:15:45","2024-11-27T23:15:45","I returned the item from ORD_024237 in perfect condition with original packaging but received a reduced refund without any explanation. This is quite urgent as I need it for a gift."
"TKT_000163","CUST_02156","ORD_011746","Returns & Refunds","Medium","In Progress","2023-07-29T11:40:10","","I need to exchange the item in order ORD_011746 for a different size. The current one is too small."
"TKT_000164","CUST_03847","ORD_007170","Returns & Refunds","Low","Resolved","2024-11-29T05:57:34","2024-11-29T08:57:34","I changed my mind about order ORD_007170 and would like to return it within the 30-day window. Please advise on the return procedure. Please resolve this as soon as possible."
"TKT_000165","CUST_04973","ORD_004162","Delivery Issue","Medium","In Progress","2024-07-31T02:45:16","","My delivery for ORD_004162 was left outside in the rain and the contents are damaged. I need a replacement or refund. I have been a loyal customer for years and this is very disappointing."
"TKT_000166","CUST_03849","ORD_047487","Returns & Refunds","Medium","Resolved","2024-11-12T08:20:31","2024-11-12T18:20:31","I need to exchange the item in order ORD_047487 for a different size. The current one is too small. I have been a loyal customer for years and this is very disappointing."
